60.0223, 1810, 1048576, 1048576, 30.1554, 2.60264, 34, 23, 30, 2.60264, 34, 23, 0.0662944, 0.023933, 0.305142, 0.0411171
60.0633, 1054, 2097152, 2097152, 35.0963, 3.63536, 42, 26, 17, 1.81768, 21, 13, 0.113947, 0.0340046, 0.412734, 0.0782366
60.0901, 781, 3145728, 3145728, 38.9914, 3.64262, 45, 30, 12, 1.21421, 15, 10, 0.153777, 0.0355263, 0.354205, 0.108027
60.275, 627, 4194304, 4194304, 41.6093, 4.55723, 48, 32, 10, 1.13931, 12, 8, 0.191824, 0.0450102, 0.41287, 0.132761
60.0624, 2839, 1048576, 1048576, 47.2675, 4.48963, 56, 34, 47, 4.48963, 56, 34, 0.0845758, 0.0457215, 0.500801, 0.0408972
60.1621, 1644, 2097152, 2097152, 54.6523, 3.98003, 62, 44, 27, 1.99002, 31, 22, 0.146122, 0.0526019, 0.558814, 0.0759803
60.3504, 1148, 3145728, 3145728, 57.0667, 4.64977, 66, 45, 19, 1.54992, 22, 15, 0.209691, 0.0644464, 0.688637, 0.105683
60.1681, 918, 4194304, 4194304, 61.0291, 5.17447, 72, 44, 15, 1.29362, 18, 11, 0.261727, 0.077676, 0.660337, 0.135195
60.1287, 3898, 1048576, 1048576, 64.8276, 5.02255, 72, 49, 64, 5.02255, 72, 49, 0.123254, 0.0700725, 0.832551, 0.0429889
60.1863, 2131, 2097152, 2097152, 70.8135, 5.74122, 80, 56, 35, 2.87061, 40, 28, 0.225625, 0.0839352, 0.672249, 0.0836812
60.2822, 1472, 3145728, 3145728, 73.2554, 5.97963, 87, 51, 24, 1.99321, 29, 17, 0.326971, 0.104957, 0.857907, 0.127846
60.3321, 1114, 4194304, 4194304, 73.8578, 7.84137, 92, 52, 18, 1.96034, 23, 13, 0.432097, 0.133266, 1.16277, 0.160308
60.3892, 4512, 1048576, 1048576, 74.7153, 4.5823, 82, 56, 74, 4.5823, 82, 56, 0.213216, 0.108109, 1.0735, 0.0417527
60.3343, 2299, 2097152, 2097152, 76.2088, 5.25766, 94, 64, 38, 2.62883, 47, 32, 0.418628, 0.18875, 1.55776, 0.127632
60.5133, 1552, 3145728, 3145728, 76.9418, 8.73276, 96, 45, 25, 2.91092, 32, 15, 0.620843, 0.2793, 2.08822, 0.166736
60.6138, 1171, 4194304, 4194304, 77.2761, 9.21679, 96, 44, 19, 2.3042, 24, 11, 0.824513, 0.540094, 3.50856, 0.177318
