60.0348, 1738, 1048576, 1048576, 28.9499, 2.39255, 33, 22, 28, 2.39255, 33, 22, 0.0690581, 0.0254804, 0.363491, 0.0441109
60.0903, 1013, 2097152, 2097152, 33.7159, 2.32379, 38, 26, 16, 1.1619, 19, 13, 0.11859, 0.0332541, 0.506673, 0.0852531
60.1122, 736, 3145728, 3145728, 36.7313, 3.3309, 42, 27, 12, 1.1103, 14, 9, 0.163212, 0.0381627, 0.39213, 0.115412
60.1785, 589, 4194304, 4194304, 39.1502, 3.38224, 44, 28, 9, 0.84556, 11, 7, 0.204052, 0.0428759, 0.608714, 0.142266
60.3176, 2841, 1048576, 1048576, 47.1007, 3.38641, 55, 40, 47, 3.38641, 55, 40, 0.0845924, 0.0411932, 0.382181, 0.0446518
60.1383, 1615, 2097152, 2097152, 53.7095, 3.84135, 60, 40, 26, 1.92067, 30, 20, 0.148741, 0.0507525, 0.555693, 0.08272
60.1385, 1129, 3145728, 3145728, 56.32, 3.93, 66, 48, 18, 1.31, 22, 16, 0.212759, 0.0642364, 0.608449, 0.120386
60.1333, 884, 4194304, 4194304, 58.8027, 5.13765, 68, 48, 14, 1.28441, 17, 12, 0.27187, 0.0758359, 0.602589, 0.149534
60.2329, 3852, 1048576, 1048576, 63.9518, 5.4471, 73, 51, 63, 5.4471, 73, 51, 0.124827, 0.0653485, 0.587968, 0.0476662
60.1083, 2117, 2097152, 2097152, 70.4395, 5.25712, 80, 56, 35, 2.62856, 40, 28, 0.226834, 0.0892795, 1.10829, 0.0929272
60.2583, 1463, 3145728, 3145728, 72.8365, 5.91357, 87, 51, 24, 1.97119, 29, 17, 0.328596, 0.102795, 0.790384, 0.132433
60.252, 1104, 4194304, 4194304, 73.2922, 6.49867, 84, 48, 18, 1.62467, 21, 12, 0.435492, 0.132919, 1.00211, 0.183287
60.1827, 4566, 1048576, 1048576, 75.869, 3.76184, 84, 65, 75, 3.76184, 84, 65, 0.210428, 0.101007, 0.831241, 0.0522483
60.4751, 2321, 2097152, 2097152, 76.7589, 5.52703, 90, 56, 38, 2.76351, 45, 28, 0.41517, 0.183545, 1.32947, 0.115493
60.4307, 1565, 3145728, 3145728, 77.6923, 7.91785, 93, 39, 25, 2.63928, 31, 13, 0.615023, 0.28079, 1.83761, 0.162688
60.8776, 1174, 4194304, 4194304, 77.1384, 8.43881, 92, 48, 19, 2.1097, 23, 12, 0.822662, 0.46847, 2.827, 0.200824
